city,state_name
Alexanria,Virginia
Muscatine,Iowa
Cuddebackville,New York
Erie,Pennsylvania
Glenville,Pennsylvania
Trafalgar,Indiana
Playa Vista,California
Moreland,Georgia
Hazelwood,Missouri
Little Hocking,Ohio
Fremont,Michigan
Cranston,Rhode Island
West Helena,Arkansas
West Park,Florida
Colfax,Iowa
Annpolis,Maryland
Saint Robert,Missouri
Bolling Afb,District of Columbia
Harned,Kentucky
Nellysford,Virginia
Englewood,California
Faulkton,South Dakota
Forestdale,Vermont
Ozark,Alabama
Scituate,Massachusetts
Bull Valley,Illinois
Fruitland,New Mexico
Beverly Hills,Michigan
Milford,Ohio
New Marlborough,Massachusetts
E Northport,New York
Santa Cruz,New Mexico
Festavia Hills,Alabama
Charleroi,Pennsylvania
Oyster Bay Cove,New York
Eastpointe,Michigan
Rockland,Maine
St. Louis,Missouri
Cresskill,New Jersey
Forest City,North Carolina
Ingleside,Illinois
ienna,Virginia
Md,Maryland
Victorville,California
Northglenn,Colorado
Cottageville,South Carolina
Bloomfield,Michigan
West Wilton,New Hampshire
Hoboken,Georgia
S Bound Brook,New Jersey
Tennyson,Indiana
Sound Beach,New York
Wayland,Massachusetts
Granger,Indiana
Pike,New Hampshire
Santa Rosa,California
Amelia,Ohio
Upper Black Eddy,Pennsylvania
Eagle,Pennsylvania
Lyndhurst,New Jersey
Fern Park,Florida
Birmingham,Maryland
Goldsboro,North Carolina
Jarrettsville,Maryland
Westchester,Illinois
Kathleen,Georgia
Lido Beach,New York
Garden Ridge,Texas
Paragould,Arkansas
Pacific Grove,California
Rancho Mirage,California
Amherst,Maine
East Rutherford,New Jersey
St. Michael,Minnesota
Ponce,Puerto Rico
Bolinas,California
Zolfo Springs,Florida
Opelika,Alabama
Gwynn,Virginia
De Leon,Texas
Fstrvl Trvose,Pennsylvania
Inglewood,California
Tazewell,Virginia
Indian Lake,New York
Washington,Pennsylvania
Forest Heights,Maryland
Barnesville,Georgia
Alys Beach,Florida
Middleboro,Massachusetts
Thomson,Georgia
Airway Heights,Washington
Millstadt,Illinois
Coldwater,Michigan
Victoria,Texas
Niagara University,New York
Southlake Tx,Texas
Britt,Minnesota
Cheswick,Pennsylvania
Preston,Connecticut
Plymouth,Massachusetts
Cooperstown,New York
Guildhall,Vermont
Bogota,New Jersey
Cecilton,Maryland
Stilwell,Kansas
Campus Mail,District of Columbia
Claremont,New Hampshire
Broadalbin,New York
Takoma Park,Maryland
Frankford,West Virginia
Faison,North Carolina
Awora,Colorado
Lithicum,Maryland
Irma,Wisconsin
Burwell,Nebraska
Washingotn Dc,District of Columbia
Fayetteville,Maryland
Ashville,North Carolina
Grafton,Virginia
Cazenovia,New York
Northfield,Ohio
Beechhurst,New York
Silve Spring,Maryland
Claremont,California
Bansalem,Pennsylvania
Hope,Michigan
Lincoln,Delaware
Hudson Falls,New York
Chickasha,Oklahoma
Fort Mohave,Arizona
Wescosville,Pennsylvania
Park City,Utah
Hillsdale,Michigan
Jackson Hole,Wyoming
Boothbay Harbor,Maine
Harmony,Maryland
Rhodesville,Virginia
La Canada Flintridge,California
Highland,Michigan
Orlean,Virginia
South Charleston,Ohio
Haileyville,Oklahoma
Cleveland,Ohio
Rougemont,North Carolina
Kampala Uganada,District of Columbia
Santa Fe,New Mexico
Fulton,Maryland
Reading,Vermont
Manheim,Pennsylvania
Mt. Pleasant,Michigan
New Berlin,Illinois
Annandale,New Jersey
Howe,Texas
Coalton,West Virginia
Rochester,Pennsylvania
Floyd,Virginia
Porcupine,South Dakota
Jefferson City,Montana
Cabot,Arkansas
Mason,Ohio
La Honda,California
Morristown,Indiana
Gillett,Pennsylvania
Bel Air,California
Pitman,New Jersey
Defiance,Missouri
Sacramento,Oregon
Chippewa Lake,Ohio
Rogers,Arkansas
South Barrington,Illinois
Candler,North Carolina
Henderson,New Jersey
Elkton,Florida
Pierceton,Indiana
Ladiesburg,Maryland
Indian Hills,Colorado
Laflin,Pennsylvania
Tequesta,Florida
Aberdeen,North Carolina
Mount Desert,Maine
Pocomoke City,Maryland
West Brookfield,Massachusetts
Wadesboro,North Carolina
"Arlington ",Arizona
Palmyra,Virginia
Rowlett,Texas
Keysville,Virginia
Northampton,Massachusetts
Bedford Corners,New York
Skyland,North Carolina
Cornelius,North Carolina
Ford City,Pennsylvania
Detroit,Texas
Hertford,North Carolina
Estes Park,Colorado
Lunenburg,Massachusetts
Matamorus,Pennsylvania
Haines Falls,New York
Noel,Missouri
New Prague,Minnesota
Fincastle,Virginia
Rittman,Ohio
North Hollywood,California
Port St. Joe,Florida
Box Elder,Montana
Ely,Nevada
Fountain Hls,Arizona
Viewtown,Virginia
N.Woodmer,New York
San Diego,California
Delray Beach,Florida
Morrisville,North Carolina
Forestville,Virginia
Milburn,New Jersey
Underhill Center,Vermont
Waxahachie,Texas
Capon Springs,West Virginia
Three Rivers,Massachusetts
Prospect Park,New Jersey
Campus,District of Columbia
Manassas Park,Virginia
Pleasant Valley,Connecticut
Buffalo,Texas
Groveland,Massachusetts
Odin,Illinois
Mc Allen,Texas
Howard Beach,New York
Hillsboro,New Jersey
Seguin,Texas
Glyndon,Maryland
Kirksville,Missouri
Diamondhead,Mississippi
Cinti,Ohio
Hampton,New Jersey
Greenwood Lake,New York
Bal Harbour,Florida
Gentry,Arkansas
Bethesda,South Dakota
Fayetteville,Pennsylvania
Sussex,New Jersey
Buffalo Grove,Illinois
Nokomis,Florida
Menomonie,Wisconsin
Trussville,Alabama
"Boulder,",Colorado
Manlius,New York
Morrison,Colorado
Goshen,Connecticut
Bathesda,Maryland
Ventura,West Virginia
Oakboro,North Carolina
Marion,Alabama
Toldeo,Ohio
Apo Ae,District of Columbia
Grassy Creek,North Carolina
Bellevue,Kentucky
Beavertown,Pennsylvania
Clemmons,North Carolina
Edinboro,Pennsylvania
South Huntington,New York
Mobile,Alabama
Signal Hill,California
NW Washington Dc,District of Columbia
North Branch,Minnesota
Idlewylde,Maryland
Phippsburg,Maine
Brigham City,Utah
Huntley,Illinois
Madison,Alabama
North Chevy Chase,Maryland
Phibmont,Virginia
Harrisville,Michigan
Mcarthur,California
Jasper,Arkansas
Hopelawn,New Jersey
Largo Vissta,Texas
Roan Mountain,Tennessee
Hannaford,North Dakota
Sant Cruz,California
Wash.,District of Columbia
What Cheer,Iowa
Rancho Fanta Margarita,California
Lafayette,California
California,Missouri
Burrton,Kansas
Roslyn Hights,New York
Lexington,North Carolina
Lanexa,Virginia
Yardley,Pennsylvania
Crystal Springs,Mississippi
Charlestown,New Hampshire
Kieler,Wisconsin
Islesford,Maine
Marcus,Iowa
Halfway,Oregon
Mill Creek,Washington
Hudson,North Carolina
Eynon,Pennsylvania
Choctaw,Mississippi
Kingsburg,California
Sebastian,Florida
Fairfield,Pennsylvania
Mount Pleasant,North Carolina
Millwood,Virginia
Winston--Salem,Massachusetts
Kinzers,Pennsylvania
University,Mississippi
Rehoboth,New Mexico
Jacksonville,Alabama
Eauclaire,Wisconsin
West Conshohocken,Pennsylvania
Revere,Massachusetts
Parkton,North Carolina
Floral City,Florida
Moorstown,New Jersey
Woodbridge,West Virginia
Albertis,Pennsylvania
State Line,Pennsylvania
Pikeville,Kentucky
Amite,Louisiana
Beverly,West Virginia
Old Orchard Bea,Maine
Levelland,Texas
Weirsdale,Florida
Greensburg,Indiana
Marlow,New Hampshire
Myrtle Beach,South Carolina
Troy,Pennsylvania
Temecola,California
Tacoma,Washington
Livermore Falls,Maine
Coulee Dam,Washington
S St Paul,Minnesota
Newington,Connecticut
Sarasota,Florida
Worchester,Iowa
Annapols,Maryland
Bass Harbor,Maine
Franklyn,Michigan
Vienna,Ohio
Great Cacapon,West Virginia
Lakewood Rch,Florida
Marylandline,Maryland
Rochester,Wisconsin
Newnan,Georgia
Irwin,Pennsylvania
Centennial,Colorado
Ft Lee,New Jersey
Hormigueros,Puerto Rico
Palestine,West Virginia
Steubenville,Ohio
Apo New York,New York
Hacienda Heights,California
Plainfield,Massachusetts
Lake Katrine,New York
State Colllege,Pennsylvania
Latonsville,Maryland
West Newton,Massachusetts
Rancho Cucamonga,California
NULL,Nevada
Herkimer,New York
"Manassas, Va 20112 3503",Maryland
MaysLanding,New Jersey
Gilbert,Arkansas
Matteson,Illinois
Lawnside,New Jersey
Stevensburg,Virginia
Lebanon Church,Virginia
Mannassas,Virginia
Graham,North Carolina
Lake Lure,North Carolina
Tomkins Cove,New York
Riverside,Rhode Island
Sylvania,Georgia
Warrington,New Jersey
Woodrbridge,Virginia
Kresgeville,Pennsylvania
Starkvill,Mississippi
NULL,Georgia
NULL,New Mexico
Midway,Georgia
Santa Maria,California
West Hyattsville,Maryland
Harleyville,Pennsylvania
Houston,Pennsylvania
Central Square,New York
Logan Township,New Jersey
Wyomissing,Pennsylvania
Apo,California
Black Diamond,Washington
Alton Bay,New Hampshire
Kithy Hawk,North Carolina
La Salva Beach,California
Canoga Park,California
Boonton,New Jersey
Renfrew,Pennsylvania
"Silver Spring, Md 20904",Maryland
Healdsburg,California
Lake Hopactong,New Jersey
Alamo,California
Rancho Cordova,California
Plain City,Utah
Savannah,Georgia
Westford,Massachusetts
Bayville,New Jersey
Elma,Washington
Flanders,New York
Stuttgart,Arkansas
Southampton,Pennsylvania
Athens,Tennessee
Dunbar,West Virginia
Norwalk,Connecticut
Hermantown,Minnesota
Old Bethpage,New York
"Chantilly,",Virginia
San Juan Pueblo,New Mexico
Mendon,Illinois
Ranger,Texas
Hamilton,Ohio
Penn Laird,Virginia
Lillington,North Carolina
Hyannis,Massachusetts
Valencia,Pennsylvania
Sauquoit,New York
Coosada,Alabama
Woolwich Township,New Jersey
Haddam Neck,Connecticut
Clayville,Rhode Island
Ogden,Utah
Blawnox,Pennsylvania
Hardwick,New Jersey
Landing,New Jersey
Belvedere Tibur,California
Ellenton,Florida
Indian Shores,Florida
Palmvra,New Jersey
Mt. Olive,Mississippi
Pawcatuck,Connecticut
Stanley,North Carolina
Bridgton,Maine
Takoma,Maryland
Castleton-On-Hudson,New York
East Sandwich,Massachusetts
Truckee,California
NULL,Delaware
New Caney,Texas
Lakeville,Minnesota
Mangilao,Guam
Lake City,South Carolina
Terrefonne,Oregon
North Apollo,Pennsylvania
Saratoga Spring,New York
Olney,Montana
Federick,Maryland
Myrtle Beach,North Carolina
Media,Pennsylvania
Linville Falls,North Carolina
Brighten,Massachusetts
Wilderville,Oregon
Los Altos Hills,California
Otego,New York
Mccordsville,Indiana
Street,Maryland
Canadensis,Pennsylvania
Burnt Cabins,Pennsylvania
Northcumberland,Pennsylvania
Universal City,Texas
Surfside,California
Palmyra,Tennessee
Nyack,New York
Wasshington,District of Columbia
Strathmore,California
Topanga,California
Sacremento,California
Cranberry Twp.,Pennsylvania
North Wales,Pennsylvania
Orange,Texas
Summit,Illinois
Lloyd,Florida
Rhodesdale,Maryland
Wallingford,Connecticut
Slinger,Wisconsin
Monrovia,California
East Durham,New York
N. Smithfield,Rhode Island
Totowa,New Jersey
Temple Terrace,Florida
Perryhall,Maryland
West Collingswood,New Jersey
Moriarty,New Mexico
Indian Creek,Illinois
Fair Oaks,California
Ellington,Connecticut
Picayune,Mississippi
White Bear Tp,Minnesota
N. Arlington,New Jersey
Manchester,Maine
Anderson,South Carolina
Random Lake,Wisconsin
Mc Veytown,Pennsylvania
Monroe,New Jersey
Sterline,Virginia
Richmond,Missouri
Bainbridge Township,Ohio
Point Arena,California
Feasterville Treviose,Pennsylvania
NULL,Arizona
Crownsville,Maryland
Afton,Virginia
Hereford,Pennsylvania
Rockaway,New Jersey
W Friendship,Maryland
Centerburg,Ohio
Solon Springs,Wisconsin
Jackson,Michigan
Syracuse,Utah
Rosslyn,Virginia
Metolius,Oregon
Onekama,Michigan
Ferguson,Missouri
Rochale,Massachusetts
Dora,Alabama
Gallatin Gateway,Montana
Streamwod,Illinois
Bartow,West Virginia
Eagle Bay,New York
Castle Hayne,North Carolina
Forsyth,Georgia
Cedar Glen,California
Crawford,Colorado
Columbus,Texas
Saint George,Kansas
Tioga,Pennsylvania
Lafayette,Georgia
Newton Upper Falls,Massachusetts
St Louis,Missouri
Frenchtown,Montana
Johnstown,New York
Ponca,Nebraska
Windsor Heights,Iowa
Lagrange Park,Illinois
Hopewell,Virginia
Sheffield,Vermont
Strafford,Vermont
Bridgeport,Connecticut
Stroudsburg,Pennsylvania
Cockyesville,Maryland
Oregon City,Oregon
Catlettsburg,Kentucky
Middlebury,Indiana
Windsor,California
East Machias,Maine
Averill Park,New York
Salisbury,North Carolina
Morris Township,New Jersey
Columbia Heights,District of Columbia
Castorland,New York
Green Valley,Illinois
Austin,Arkansas
Davenport,Louisiana
Allenhurst,Georgia
Brier,Washington
Mooresville,Indiana
Trumansburg,New York
Imperial,California
Jamesville,Virginia
Monmouth Jct,New Jersey
Ozona,Texas
Nunica,Michigan
Tryon,North Carolina
Oakhurst,New Jersey
Blue Gap,Arizona
Leonia,New Jersey
Virginia Bch,Virginia
Minnentonka,Minnesota
Burr Ridge,Illinois
Oldwick,New Jersey
Blairsvole,Georgia
Bradford,Rhode Island
West Wardsboro,Vermont
Bridgepor,Connecticut
Prattsburgh,New York
Ft Washington F,Maryland
Lisbon,New Hampshire
Farmington,Illinois
Liberty Township,Ohio
E Sandwich,Massachusetts
Grady,Arkansas
Ocracoke,North Carolina
Lk Hopateong,New Jersey
Lissie,Texas
Elmira,Michigan
Ney York,New York
Meggett,South Carolina
Columbia,Virginia
Avon Park,Florida
Weslake,Ohio
Moss Bluff,Louisiana
Winnetka,California
Lake Clear,New York
Hays,Kansas
Lowell,Massachusetts
Burlington,Iowa
Waltham,Massachusetts
Milpitas,California
Parmelee,South Dakota
Mount Tabor,New Jersey
Loretto,Virginia
2,Maryland
Achille,Oklahoma
Bethesda,Virginia
Cold Springs,Nevada
Falmouth,Virginia
Chesterfield,Michigan
Kingstree,South Carolina
Du Bois,Pennsylvania
East Montpelier,Vermont
Monticello,Iowa
Savannah,New York
Gibbsboro,New Jersey
N Woodmere,New York
Marblehead,Massachusetts
Oak Ridge,Tennessee
Sevastopol,Wisconsin
Wimauma,Florida
Big Sky,Montana
Talleyville,Delaware
Hodgenvile,Kentucky
Washnington,District of Columbia
Neponsit,New York
Aurora,New York
Los Ranchos,New Mexico
Pontoon,Illinois
Cave Spring,Georgia
Hendersonvlle,Tennessee
Pigeon,Michigan
Buffalo Mills,Pennsylvania
Shrewsbury,Massachusetts
East Petersburg,Pennsylvania
Serling,Virginia
Red Wing,Minnesota
Spokane Vly,Washington
Daleville,Virginia
West Sunbury,Pennsylvania
Lynbrook,New York
Rochelle Park,New Jersey
Myrtle Creek,Oregon
Powhatan,Virginia
Fredonia,New York
Steeles Tavrn,Virginia
Circle Pines,Minnesota
Alexandria,Indiana
Yashiro,Military Pacific
Fulton,Mississippi
Mountain Top,Pennsylvania
Middletown,Virginia
West Jordan,Utah
Salmouth,Massachusetts
Omro,Wisconsin
Tamarac,Florida
King Ferry,New York
Coachella,California
Wilmington,Vermont
W Moreland Hil,Maryland
Putney,Vermont
East Middlebury,Vermont
Catharpin,Virginia
Rochester,Michigan
North Betheda,Maryland
Koyuk,Alaska
Peace Dale,Rhode Island
Versailles,Kentucky
York,South Carolina
Cheyenne,Wyoming
Boston,Virginia
La Farge,Wisconsin
Anthen,Arizona
Ft Wainwright,Alaska
Telford,Pennsylvania
Edenton,North Carolina
Tuskegee Institute,Alabama
"Ashburn, Va 20148 3114",Virginia
Centerville,Pennsylvania
Cashtown,Pennsylvania
Jamsville,Maryland
Bay Harbor,Florida
Egg Harbor City,New Jersey
Fayetteville,West Virginia
Grand Rapids,Virginia
Coal Center,Pennsylvania
Montebello,New York
Dinuba,California
Ganado,Texas
Tulare,California
Agoura Hills,California
FT. MITCHELL,Kentucky
Whitney,Texas
Riverside,Illinois
Hermon,Maine
Arlinton,Virginia
Avella,Pennsylvania
Franklin,Idaho
Shirley,Indiana
Pwnal,Maine
Murfreesboro,Tennessee
South Haven,Michigan
Trabuco Cyn,California
Cataula,Georgia
LA PAZ,District of Columbia
Washington,Utah
Sandy Springs,Georgia
White Heath,Illinois
Redway,California
Rockport,Indiana
"Rhinebeck,",New York
Washington,Michigan
Culver,Oregon
Raymond,Washington
Jackson,Mississippi
Waterboro,Maine
Bellwood,Illinois
Cuyahoga Heights,Ohio
Millstone Twp,New Jersey
Elkhart,Indiana
Limeport,Pennsylvania
Cleburne,Texas
Biddeford Pool,Maine
Palmer,Massachusetts
Middleborough,Massachusetts
Blair,Wisconsin
New Berlin,Wisconsin
Van Alstyne,Texas
Seymour,Tennessee
"Alexandria, Va 22304 193",Virginia
Aiken,South Carolina
Abbeville,South Carolina
Clay Center,Kansas
Phoenix,Illinois
Benson,Vermont
Lyndeborough,New Hampshire
Mt. Pleasant,Utah
Linyi,Military Pacific
"Fairfax, Va 22033 4213",Virginia
Mohrsville,Pennsylvania
Alburquerque,New Mexico
Avon,New York
Grand Island,Nebraska
Clayton,New York
Bath,Pennsylvania
Matthews,North Carolina
Saint George,South Carolina
Islamorada,Florida
Loomis,California
Cornelius,Oregon
Northford,Connecticut
Greenwood,Virginia
Star City,Indiana
Luxemburg,Wisconsin
Raleigh,Idaho
Newman Lake,Washington
Genoa City,Wisconsin
Southold,New York
St. Clair,Michigan
Lansing,Illinois
Malabar,Florida
"Austin, 78702",Texas
Dewitt,Virginia
Silver Spting,Maryland
Palm Bch Gardens,Florida
Woodbridge,Rhode Island
Chongqing,Military Pacific
Beverly Hills,Virginia
Lakemoor,Illinois
Dedham,Maine
Central,South Carolina
Artesia,California
Union Springs,New York
Brookhaven,Pennsylvania
Oldtown,Maryland
Grayson,Georgia
Sn Luis Obisp,California
Princeton,Florida
No. Andover,Massachusetts
Weatogue,Connecticut
Bokeelia,Florida
Saint Petersbur,Florida
Jamesport,New York
Benwood,West Virginia
Rancho Sta Margarita,California
Conventry,Connecticut
Washinjgton,District of Columbia
Flint,Michigan
Valle Village,California
West Melbourne,Florida
O'Fallon,Missouri
Saint Thomas,Pennsylvania
Clarksburg,West Virginia
Tea,South Dakota
Loganville,Georgia
Deforest,Wisconsin
Red Hook,New York
Philladelphia,Pennsylvania
Stowe,Vermont
New Castle,Indiana
Mount Victoria,Maryland
Conesus,New York
Les Mesa,California
Howell,Michigan
Esperance,New York
Greeley,Colorado
Rutterdam Junction,New York
Axexandria,Virginia
Gerald,Missouri
Otisfield,Massachusetts
"Summerfield, Nc 27358 92",West Virginia
San Franicso,California
Womelsdorf,Pennsylvania
Chicago,Indiana
Pittsburg,Pennsylvania
Dalllas,Texas
Selden,New York
Canton,South Dakota
Valley Center,Kansas
Bay City,Oregon
Selah,Washington
Gypsum,Colorado
Ronknokoma,New York
Pembroke Pines,Florida
Midway City,California
Disputanta,Virginia
Greensboro,Georgia
Butterfield,Minnesota
Leetonia,Ohio
Toa Baja,Puerto Rico
Philadephia,Pennsylvania
Edgerton,Wisconsin
Belcourt,North Dakota
Capitol Hts,Maryland
Hagerstown,Indiana
Swainsboro,Georgia
Murrysville,Pennsylvania
Wheatonton,Maryland
Andrews Afb,Maryland
Monticello,Georgia
Folsom,Louisiana
West St.Paul,Minnesota
Odenton,Maryland
Little Rock,Montana
Windham,Vermont
Assisi,Military Europe
Wingate,Maryland
Freedom,Oklahoma
North Cape May,New Jersey
"Wellesley Hills, Ma 02481",Massachusetts
Anaheim,California
Iron Mountain,Michigan
Stillwater,Minnesota
Glenn Allen,Virginia
Haleyville,Alabama
Glenmore,Pennsylvania
Englewood,New Jersey
Gurnee,Illinois
Sumter,South Carolina
Rockton,Illinois
"Upper Marlboro, Md 20774",Maryland
Larehmont,New York
Williamson,New York
West Berry,New York
Pillow,Pennsylvania
Avinger,Texas
Nineveh,Indiana
Grand Portage,Minnesota
Kennesaw,Georgia
Pepperell,Massachusetts
Casper,Wyoming
Great Pond,Maine
Normal,Illinois
Skaneateles,New York
Marin City,California
Swoyersville,Pennsylvania
Jonesboro,Louisiana
Belvidere,New Jersey
Fishers,Indiana
Meridian,Mississippi
Newfane,New York
Ironton,Ohio
"Alexandria, Va 22306 326",Virginia
Harlingen,Texas
Shirwood Forest,Maryland
Lk Panasoffke,Florida
Annapolis,Maryland
Alpharette,Georgia
Great Bend,Kansas
Rodeo,California
Portland,Ohio
Harriman,New York
Modena,Military Europe
Quail Valley,California
Auburn Township,Ohio
Cascade,Iowa
Menisee,California
Henderson,Minnesota
West Milton,Pennsylvania
Wildwood Crest,New Jersey
San Antonia,Texas
Kankakee,Illinois
Seneca,Kansas
Fayette,Missouri
Nauvoo,Illinois
Manning,South Carolina
Secretary,Maryland
West Allenhurst,New Jersey
"Silver Spring, Md 20910",Maryland
Dalzell,South Carolina
Harmony,North Carolina
Wheaton Ridge,Colorado
Takoma Pk,Maryland
Mc Cormick,South Carolina
Dunbar,Pennsylvania
Dickson City,Pennsylvania
Aviston,Illinois
Mt. Lebanon,Pennsylvania
Murrayville,Georgia
Hainesport,New Jersey
NULL,Alabama
Olrey,Maryland
St. Charles,Illinois
Laheside,California
Rainelle,West Virginia
Glen Cove,Maine
London,Ohio
Squaw Valley,California
Marshal,Virginia
Bloomfield Township,Michigan
Murray Hill,New Jersey
Derwent,Ohio
Kingsington,Maryland
Richmond,Indiana
Stratham,New Hampshire
Windsor,Maryland
Vietnam,Military Pacific
Charleston,South Carolina
"Rockville, Md 20850 2135",Maryland
Wisconsin Rapid,Wisconsin
Midpines,California
Mechanicsville,Pennsylvania
Mayville,New York
Kennebunkport,Maine
Chilton,Wisconsin
St Joseph,Missouri
Clifton,California
Moss Landing,California
Huntington,West Virginia
Pendleton,Indiana
Manitou Spgs,Colorado
Hanover,Minnesota
Melbourne Bch,Florida
Chincoteague,Virginia
Destrehan,Louisiana
Delran,New Jersey
Fountain,Colorado
Clifton,Maryland
Pen Argyl,Pennsylvania
Point Roberts,Washington
Royal Plam Beach,Florida
Berkshire,New York
Pierre,South Dakota
Reno,Nevada
Gouverneur,New York
Holmes Beach,Florida
Earlimart,California
Lake Mc Donald,Montana
Florissant,Colorado
Shaker,Ohio
Johns Creek,Georgia
Inman,South Carolina
Locust Dale,Virginia
New Bloomfield,Pennsylvania
Watching,New Jersey
Pinebrook,New Jersey
Whitestown,Indiana
Mt. Sinai,New York
Pottersville,New Jersey
West Harrison,Indiana
Hope Mills,North Carolina
Pa,Pennsylvania
Ringling,Oklahoma
Apo Ae,New York
Murray,Utah
Barnet,Vermont
Fort Bliss,Texas
Glencoe,Florida
Coconut Grove,Florida
Canaan,Vermont
Apo,Military Europe
Mamarnak,New York
Sumner,Washington
"Dumfries, Va 22025 3039",Virginia
Piffard,New York
Dunnloring,Virginia
Bremerton,Washington
Lake Hill,New York
Lenni,Pennsylvania
Newlett,New York
Ocean View,Colorado
Niantic,Illinois
Hasbrouck Heights,New Jersey
Ingomar,Pennsylvania
Ignacio,Colorado
Livermore,California
Ft. Riley,Kansas
Apache,Oklahoma
Lake Charles,Louisiana
Van Buren Twp,Michigan
Miamisburg,Ohio
Sandia Park,New Mexico
Beallsville,Pennsylvania
Andrews Air Force Base,Maryland
South Palm Beach,Florida
Seven Springs,North Carolina
Perry,Michigan
San Luis Obispo,California
Westmont,Illinois
Orangeville,Pennsylvania
Sugarloaf,Pennsylvania
Mineola,New York
East Setuaket,New York
Ashland,New Hampshire
Wahington,District of Columbia
Methuen,Massachusetts
Pago Pago,American Samoa
Twin Falls,Idaho
Patterson,New Jersey
Crumpton,Maryland
Segvin,Texas
Whitesboro,New York
Woodstock,New York
Placitas,New Mexico
20009,District of Columbia
Darlington,South Carolina
Claverack,New York
Amherst,Ohio
Rappahannock,Virginia
Snell,Virginia
Cumberland Center,Maine
Seekonk,Massachusetts
Highland Springs,Virginia
Mickleton,New Jersey
Wadsworth,Illinois
White Plains,New York
Mt Vernon,Ohio
Wilkes Barre,Pennsylvania
Charles City,Virginia
N Largo,Florida
Port Washington,New York
Kearneysville,West Virginia
Clinton,Connecticut
Ashiya,Military Pacific
Poestenkill,New York
Cobbs Creek,Virginia
Richfield Springs,New York
New York City/ New York,New York
Bradford,Illinois
La Conner,Washington
Lincoln,New Hampshire
Galesburg,Michigan
Ivanhoe,California
Wall,New Jersey
Hidden Hills,California
Crumrod,Arkansas
Baltimmore,Maryland
Trappe,Maryland
Crosby,Texas
York Springs,Pennsylvania
Waldorf,Maryland
Daly City,California
Pine Ridge,South Dakota
New Albany,Indiana
"Allen                         ",Maryland
Tallahasse,Florida
Odessa,New York
Pearl,Mississippi
Winsted,Connecticut
Mantorville,Minnesota
Collingdale,Pennsylvania
Pontoon Beach,Illinois
Kings Park,New York
Quogue,New York
Eden Prairie,Minnesota
Stevens Point,Wisconsin
Metarie,Louisiana
Todd,North Carolina
Dolton,Illinois
Oregon,Ohio
Lawrence,New York
Clifton Springs,New York
Hummelston,Pennsylvania
Emporia,Virginia
Naugatuck,Connecticut
Bonner Springs,Kansas
Winder,Georgia
Fort Mead,Maryland
Star,North Carolina
Brownsville,Oregon
"Aldie, Va 20105 0135",Virginia
"Silver Spring, Md 20910",District of Columbia
East Stauket,New York
Mc Kees Rocks,Pennsylvania
Ark,Virginia
Santa Barbara,California
Bolivar,Pennsylvania
Storrs,Connecticut
Florence,Oregon
Calumet City,Illinois
Waterford,Connecticut
Spotswood,New Jersey
Roaring River,North Carolina
Manati,Puerto Rico
Chesire,Connecticut
Eastport,Maine
Berkley Springs,West Virginia
Mckenzie,Alabama
Seven Hills,Ohio
Lawton,Michigan
Eva,Alabama
Santa Rosa Beach,Florida
Piermont,New Hampshire
Coral Gables,Federated States of Micronesia
West Friendship,Maryland
Baynton Beach,Florida
Christiana,Tennessee
Mount Vernon,Missouri
Greencastle,Indiana
Tilton,New Hampshire
Cave Creek,Arizona
"Gaithersburg, Md 20877 3",Maryland
Ripon,Wisconsin
Palenville,New York
Pungoteague,Virginia
S Windsor,Connecticut
Comus,Maryland
N. Bablyon,New York
Duncan,Oklahoma
East Bridgewater,Massachusetts
Woodhaven,Michigan
Spring House,Pennsylvania
Pittsfield,New Hampshire
Leesbnurg,Virginia
Edinburg,Virginia
Memphis,New York
Shippensburg,Pennsylvania
Appling,Georgia
Pear Blossom,California
Clarks Green,Pennsylvania
Prospect,New York
Cedar Park,Texas
Boylston,Maine
Rison,Arkansas
Camden,Tennessee
North Thetford,Vermont
Ryegate,Vermont
Hawkeye,Iowa
Plymouth Meeti,Pennsylvania
Piedmont,Oklahoma
Centereach,New York
Swanprcott,Massachusetts
Middleburg Hts,Ohio
Louisville,Colorado
Lyons,Georgia
Lacey Spring,Virginia
Linwood,New Jersey
Rio Linda,California
Tilden,Nebraska
Oakdale,New York
Narbeth,Pennsylvania
Chicago,Illinois
Snowmass Village,Colorado
Lakeway,Texas
Tega Cay,South Carolina
Tulia,Texas
Goshen,Indiana
Kembelesville,Pennsylvania
Crystal Spring,Pennsylvania
Cyprus,Texas
Burlington,Washington
Parlier,California
Sorthill,California
Broadbrook,Connecticut
Vestavia,Alabama
Winchester,California
Orange,Ohio
Bangor,Pennsylvania
Discovery Bay,California
Wasjington,District of Columbia
Pine Grove,California
Smithfield,Pennsylvania
Lexingotn,Massachusetts
Miranda,California
Owens Cross Roads,Alabama
Frostburg,Maryland
Centreville,Virginia
Buellton,California
Carnelian Bay,California
Union,Connecticut
Roslyn Heights,New York
Davenport,Florida
Iamsville,Maryland
Kensington,Maryland
Gladstone,Michigan
Raleigh,West Virginia
Quitman,Arkansas
West Bridgewater,Massachusetts
Macon,North Carolina
Whaeton,Maryland
Patuxtent River,Maryland
Bethlehem,Georgia
Gross Pointe Woods,Michigan
Albertville,Alabama
Bethpage,New York
Wethersfield,Connecticut
Albany,Kentucky
Groveland,Florida
Mercedita,Puerto Rico
Hebron,Indiana
Gainsville,Florida
